id,text,label
148,"Zionists naturally accepted Partition as it gave them a Jewish state they didn't have; the Arabs of Palestine naturally rejected it as it took part of their existing homeland. \n\nAnd it was strictly a tactical acceptance, as David Ben-Gurion articulated a decade before Partition: ""We shall accept a state with fixed boundaries today, but the boundaries of Zionist aspirations are the concern of the Jewish people and no external factors can limit them.""",biased
149,Got up at 10:30am=6h15mins of sleep.My dad left my top window open the 1 tht i cant reach so from 1am onwards i could hear birds all nite,non-biased
150,"The fact that you cannot see the errors in your reasoning speaks volumes to the credibility of your ideas. (Pretty convincing argument!) But feel free to support your assertion that my example supports your claims re: gender problems. I'll wait patiently, I suspect indefinitely...",biased
151,Ms. Wente is far from a leftist. She would be the first to call out Mr. Trudeau if he had delivered a poor performance. Her assessment of his interactions today with Mr. Trump are accurate. Trudeau did a good job today. It is what he had to do for all Canadians.,biased
152,"i'm really starting to worry about the swine flu.. so i rang the hotline, but all i got was crackling",biased
153,@stephenfry Why can't my twitter profile follow you? You appear to have blocked me when you don't even know me...?,non-biased
154,Omar Khadr was born in Toronto and as far as I know is not a citizen of any other country. Someone who fights American soldiers does not fit the legal definition of 'terrorist.' But the most important point is this: do you not think the Harper government would have tried to take his citizenship away if they thought they had any chance at all?,biased
155,"""\nThe only thing I can imagine that would excuse it (apart from being a true story after all, which is very doubtful) is that he created the page from a request on """"request for article creation"""" (I don't know the exact name, so can't link it, butwe do have something like that floating around). If that's the case, then he just AGF too much and didn't check enough, which is slightly careless but not a serious mistake. I hope this is the case, otherwise I would indeed raise it at ANI. """,biased
156,"In 2014, before the oil-price downturn, oil generated a $70-billion trade surplus, far outstripping any other export category, and virtually covered large, chronic deficits in autos and auto parts (minus-$15.9-billion), machinery & equipment (minus-$21.5-billion) and electronics (minus-$34.3-billion). \n- \n- Even at the bottom of the oil-price correction in 2016, crude remained the largest positive contributor to Canada’s merchandise trade, contributing more than $30-billion as of August 2016 .. \n- \n-\nso sure - Canada should and will get out of the energy industry - just as soon as someone finds away to replace the billion dollars a week energy export revenue brings in to the nation\n-\n ......... or do the great ""have not"" / equalization receiving entities of Ontario and Quebec not know where their ""allowance"" checks come from?",biased
157,And we make their rural lifestyle possible by buying those products.,biased
158,"No, Jade just didn't inherit the “grow up and act like an adult gene”. It’s becoming a less common “disorder”, which to some, is unfortunate.",biased
159,@Jamiebower you should come to Chile and your band too;) why everything happens far away from here?? lol we're losing good live music!,non-biased
160,"Hoping Don Olson don't jump the line from D to R after we elect him as D. At least give us a reason next time. Lisa whispers a command and there goes Negeak. Why didn't someone challenge Foster from Nome? Another wanna be Republican. Okay guys from the North, lets see how you deal this year! Negeak has to be replaced!",biased
161,I guess this means you're okay with spending billions on the train then shutting it all down at the first sign of failure. I see. It isn't the government's money so who in government cares if it succeeds or fails (unlike businesses) - just as long as the money is spent (and probably some gets pocketed)...isn't that right? Ahhhh...like mobsters...the Denver way as Denver learned well back in the not-so-distant days. Are you related to the Smalldone's?,biased
162,"And that would be @JinOhChoi , damn twitter not putting spaces where there should be spaces",non-biased
163,Perhaps the dog scented something on the tarmac that it was being trained to alert to?,non-biased
164,"Yes... and?\n\nThat is why in my post I wrote ""as such they have protection at international law that we have enshrined in our domestic legislation."" That domestic legislation is enforceable.\n\nAs far as reform, the legislation and processes we now have are in place because in 1985 the Supreme Court of Canada determined that the lack of an oral hearing for a refugee claimant before an independent tribunal was unconstitutional. \n\nSee Singh v Canada (Minister of Employment and Immigration), [1985] 1 S.C.R. 177\n\nSingh determined that any person in Canada even without legal status was protected by the Charter. That decision was based on section 7 rights to security of person and fundamental justice. The SCOC ruled the government's claim that giving hearing to refugees would be burdensome was too utilitarian a concern, and that administrative convenience would rarely be sufficiently compelling to justify infringing a Charter right.\n\nSo good luck getting changes past the courts.",biased
165,"Trying to change the rules mid-game because you're behind is no different than cheating.\n\nAnd if Independents want to vote in the Democratic Party primaries, then they should register as Democrats. They don't get to decide who our Democratic nominee is going to be, just like Democrats can go and vote in Republican primaries and get to decide who the R-Party's nominee is going to be. What part of that is so hard for these ""Independents"" to understand?",biased
166,Thats the plan. Lovely uptown bungalows (bunks for drunks) inebriant housing. Parking lots won't be necessary because they don't have or need drivers licenses. All we need is higher taxes and we can get this done. A downtown we can all be proud of.,biased
167,"Isn't the water at Sloans lake kinda nasty, e-coli or something? That being said, the setting is real nice, Chatfield, Bear Creek and Cherry Creek are all pretty obviously reservoirs, and at least bear creek is too close to 470.",non-biased
168,Religious fanaticism and hypocrisy in full view.,biased
169,"If you're good at what you do, there'll always be a job for you.",non-biased
170,"This is the key player at Trumps inauguration,\n\nhttp://www.snopes.com/movies/films/deliverance.asp",biased
171,"Flat tax rate based on weight. Using who's scales? State certified and weighed by a State official or is this all the honor system? Interesting, a wholesale tax, paid by the farmer. So there is no 'retail' tax collected? Where are the checks and balances?\n\nIf the farmer is the reporter and he under reports, then who is to know? This is a cash and carry business. Currently any financial institution, ie; bank or credit card company, which honors any transaction on a Federally illegal substance, would be guilty of money laundering. That technically includes the State.\n\nThat is right, all of the people involved are totally honest and honorable so there is nothing to worry about............Right!",biased
172,"Good post, but it's a pipe dream, Tyrone. The Alaska Dispatch- owned by East Coast Leftist Millionaire Alice Rubenstein (Rogoff)- would never allow for it. She overtly endorses Obama and has hosted him at one of her many homes. Her paper's composition is half Leftist Washington Post, half Leftist New York Times, with some Alaska writers thrown in to keep things fun and seemingly ""local.""\n.\nHer recently-published New Year's note to readers in the Dispatch had such a patronizingly paternalistic feel to it, the Dispatch had to bar any and all comments from being made about it, because so many readers couldn't stomach her Leftist hubris and self-aggrandizement.",biased
173,"Am miffed - wedding on saturday and my hairdresser's stood me up... gammon rocks, have overhang belly now..",non-biased
174,@evantaubenfeld there is something diffrent in the chat today..to bad I missed you yesterday,non-biased
175,I am looking forward to all the Liberal skeletons that will come out of the closet once the new NDP cabinet ministers get their hands on the briefing books.,biased
176,"I think you may be a bit off base. This is late night TV, not prime time. The idea of bad language offending against community standards should be viewed, IMO, in the context of the community in question. I'd put it to you that the community of late night watchers of Colbert were, broadly speaking, in violent agreement with what he had to say, not because his remark was homophobic (which i don't think it was), but because ....mmmmmm... do I really have to spell out what most non-white-supremacist-angry-middle aged-white men think of the Donald?",biased
177,Gmorning!!! This is what happened to me this past weekend http://twitpic.com/7gxhe,non-biased
178,"I was not lucky enough to know him personally but I did work on a logging crew with several guys that had known him and several other guys from the show and they all said that the Gabe you saw on TV was not the real Gabe. They said that he was actually really calm, cool headed, and collected and it was some good acting on his part to look that mad all the time. I really wish I would have had the opportunity to know him.",non-biased
179,"There is a real sea change going on in the workplace. At the company where I work, there is a difference in values and attitudes between longtime workers and new hires. At some companies, sometimes that creates a conflict. Management really needs to understand this shift.",biased
180,"Why are so many issues falling through the cracks? Watching that PBS Insights show last week starring Chad, Wayne Yoshioka, the new Speaker, and the Senate President makes me wonder why is this new Speaker in charge? It appears that so much legislation and significant issues are failing under the House leadership. Auwe! These good-hearted foster families need the support they're due from our State, and they can't receive their financial support because of politics? That is not the Hawaii I grew up in. What is Hawaii becoming?",biased
181,"Mill street, between Main and Centennial, is not scheduled for any repair for the next five years! I can only assume that the people making these scheduling decisions have not driven on Mill lately. The deterioration that is occurring on that street will become one long speed bump before five years and force us to find some other route, which might be the city's rationale.",biased
182,"Oh I can make a case..ten to one over 'The little 'D'' but the best speech last night was from a man who lost a child in war protecting this country, who said, 'Mr. trump you have sacrificed nothing,' and then more quietly that many missed, 'and no one.' Nuff said!",biased
183,played hooky from work again this time because of... PEE!,non-biased
184,"""I fear the day that technology will surpass our human interaction. The world will have a generation of idiots "".\n\nAlbert Einstein",non-biased
185,"High quality foods are less expensive when consumed in the context of not needing doctor visits, blood pressure medicine, cholesterol medicine, and diabetes medicine. Spam and canned corned beef are cheap per can. Pills and needing to go to the doctor all the time are not.",biased
186,was at the new TOPSHOP store with @me2qa and didnt like it at all,non-biased
187,"I have heard Francis Su´s speech and I am in communication with him. I also addressed your question about fractions that you posed in the article; i.e., that some of us do teach the understanding behind it--and in particular JUMP Math which was developed in Canada by mathematician John Mighton. That you think I champion rote memorization represents the fraction of what I talk about, and that you think that is all traditional math is about. It isn´t.",biased
188,"Nope, I do live in Anchorage. I own a home and pay property taxes. I actually support a sales tax, as it encourages all citizens to pay for the services everyone uses. What I don't agree with is making people in urban areas pay for their own internet and on top, pay for the internet villagers use for free. *Tourists already pay taxes to the areas they visit through bed tax and cruise head tax and all sort of others things here in there, I'm not concerned about that and you're getting off topic.* You have a bleeding heart for your neighbors who need internet, I get that. But if the area you live has no economy and people can't pay their own bills, the problem isn't me or places like Anchorage -- it's your community. Stop trying to justify for everyone else and let your neighbors be big boys and girls and make adult decisions, like hey, no job? Hmmmm, how about moving to a place where there are jobs? What a novel idea!",biased
189,""" \n\n == You are now a Reviewer == \n\n \n Hello. Your account has been granted the """"reviewer"""" userright, allowing you to review other users' edits on certain flagged pages. Pending changes, also known as flagged protection, will be commencing a two-month trial at approximately 23:00, 2010 June 15 (UTC). \n\n Reviewers can review edits made by users who are not autoconfirmed to articles placed under flagged protection. Flagged protection is applied to only a small number of articles, similarly to how semi-protection is applied but in a more controlled way for the trial. \n\n When reviewing, edits should be accepted if they are not obvious vandalism or BLP violations, and not clearly problematic in light of the reason given for protection (see Wikipedia:Reviewing process). More detailed documentation and guidelines can be found here. \n\n If you do not want this userright, you may ask any administrator to remove it for you at any time. """,non-biased
190,"Feeling yucky. Happens every year post-BEA. My girl dog knows, she's laying on my feet",non-biased
191,"""On time and on budget"", huh?? What a joke... especially the one who said it.",biased
192,"""The economy can make or break a prime minister""\n\nWell. yes and no.\n\nHarper who was about as popular with Canadians as an ingrown toenail managed to stay on after the 2008/09 (financial markets self-inflicted) recession by attacking the opposition with Tea Party like tactics/ads and bribing Canadians with borrowed $$$$$\n\nMeaning; if Harper with the charisma of a jellyfish could pull it of, so can Trudeau.\n\nA more viable article would have been on why we allow the Financial Markets to crash the system once every ten years or so.......\n\n.",biased
193,"Gabby: ""So Assad baby, what you been up to lately?""\nAssad: ""Same old, same old. You know, we been out killing and torturing, even gassed some folks, what you been up too?""\nGabby: ""Oh nice to hear honey. I'll try my best to have the US stop fighting you and supplying your enemies.""\nAssad: ""Oh right on sister. I'm up to killing about 500,000 of my own people, women, children, the whole nine yards. With your support, I can probably kill at least a half million more. Kill everybody till Syria is like North Korea.""\nGabby: ""Oh that's great honey. Can I be the first to call you Dear Leader? Oh, and you might want to wash your hands, or people might realize you have the blood of a half million Syrians on them. TTYL!""",biased
194,@twittldotcom using single or double quotes on the title screws up the text,non-biased
195,"LISTEN EVERYBODY AND LEARN: THIS INFORMATION JUST MIGHT SAVE A LIFE:\n- When a child eats a protein for the very first time, the body's digestive system 'filters' this protein so that it is not such a huge shock to the system. If small quantities are eaten over time the body slowly becomes 'used' to it and no allergies are developed. \n On the other hand, if you take a child who has never had their body exposed to that protein, and you inject that protein directly into their bloodstream, the child develops an INSTANT allergy to that protein.\n Guess what is in most of today's commercial vaccines? PEANUT PROTEINS.",biased
196,"The implication of your comment is since others are doing the lobbying it is okay for our prime minister to do so as well! That is flawed logic! Younger students that I taught tried using this argument to escape consequences for their actions. ""But, but... he was doing it, too!"" My answer was, ""So, if he went and jumped off the school roof, would you do the same, just because he did it?"" That usually made them stop and consider the utter silliness of their line of defence!\n\nCanadians expect their prime minister to act with more maturity than 10 year old school children. He should know that he is accountable to the voters, and weigh his actions accordingly. Your defense of his actions is typical of a Liberal voter who sees no wrong in their actions, but, as you just did, can point out the faults in others!",biased
197,"- Continued response\n5) ""ACE is also making cash payments to each employee to accommodate the gap between the IAM's former health plan, and the one offered by ACE""\n- This comment is made in response to the Dept of Labor complaint filed over this issue, by the IAM. The fact is ACE never offered this at any of the negotiations with our neg. committee. It is also reported by several of the new employees, hired after the strike began, that this is ""news"" to them. They have reported that they have not seen this on any of their checks. \n6) ""As a contractor to the federal gov't, we have an obligation to be a responsible steward of taxpayer funds""\n- This is in regards to overtime for work over 8 hrs vs. anything over 40. While this is the least of our issues compared with healthcare and pension, this language has been in our CBA with all the contractors for the last 16 years. This has become an unlikely issue since ACE has planned a swing shift crew that would eliminate most overtime issues.",biased
198,"The Muni won't even maintain the parks that they already have. The pocket park next to the bus stop on the corner of Spenard and Northwood is a mess. \n\nIt smells like a toilet, is covered with litter and graffiti, there's bird vetch growing everywhere and hasn't seen a lick of even basic maintenance in years. If you're a tourist in Spenard, this is likely the first park you will come across if you were to go on a walkabout of the neighborhood. \n\nIt's absolutely disgusting. \n\nAll of the nice accoutrements that were added to Spenard in the 90's are in disrepair and either need to be maintained or removed. The work done on Northwood just a couple of years ago is also slowly creeping into disrepair with yet more bird vetch overtaking the vegetation that was bought and paid for by the city.",biased
199,"Wow! Headlines on BBC News this evening. Protests going on right now in every major city in the U.K. Over a million and a half have signed petition to stop Trump coming to UK. One young man protesting interviewed on main News : ""Trump has only been President for one week and already he has done more racist stuff than any other President.""\n\nPeople are really getting motivated here. Any European leader who backs Trump is in BIG trouble!",biased
200,Doing my psych sac prep since. Quite happy with myself,non-biased
