id,text,label
155,">The two also stopped before a bronze statue of St. Peter, which was adorned with a jeweled tiara, ring and red cope.\n\nHere the article dropped like a rock. Brings to mind the apostles who argued about who was going to be greater, who was going to sit at the right and left hand of Jesus.\n\nMay God guide these men in their service, and remind them they are to deal with people as Christ would, as examples of Christ. \n\nAnd stay away from jeweled tiaras and rings.",non-biased
156,"Officials said the life expectancy of Sumatran tigers at a zoo is 18.4 years, while only about 12 years in the wild....,,, If I had a choice as a tiger, I would rather live 12 years in the wild than 18.4 years in a cage.",non-biased
157,"I hate having a broken leg, it sucks",non-biased
158,"Crystal, I agree the story does not add up, especially if the car being towed was the same car that hit your Uncle. If the driver swirved around your Uncle and barely caught him with the bumper, didn't feel it, then kept going...then why was the car in such bad shape that it had to be towed? The other thing is that the mechanism of injury for a hip wound is more likely being hit while standing, than being struck by a car that swirved around and barely clipped you....while you were laying down...I might believe that story if it were a non-fatal foot or ankle wound....not a fatal hit to the mid-section. And, is the bumper on a Geo really that low to the ground? The last thing that comes to mind is that if the driver was going the speed limit on that road, and saw something, why not just come to a controlled stop versus swirve around and hope you miss... it seems at the least the driver may have been speeding... the slow swirve is for the highway. I am really sorry for your loss.",non-biased
159,@plip @Exceptioneer seems to have stopped picking up my winforms exceptions again,non-biased
160,@SwannSoirees Lucky! You got a ride home?,non-biased
161,@cocolowecoco I saw that few yrs ago - its sad to see how he went down I like Gary Kasparov,non-biased
162,So you kicked out Harvey....why have they not kicked out Roman Polanski? That dude raped a 13YO and ran to Europe to avoid prosecution. They didn’t kick out Bill Cosby either. Jane Fonda said that she should have said something and she’d known about it for years. Hollywood protects their own. And they wonder why nobody goes to the movies....,biased
163,@nealdoran ha ha ha. alot truer than i'd care to admit,non-biased
164,@iCab awww... U are sweet. Thanks for that.,non-biased
165,"Nice post Tony. I don't agree with it all but it is well thought out, so thanks for the intelligent rebuttal (even if you did omit the 407 part of my post) :)",non-biased
166,@ShootRunTri Thanks! although @punkrockrunner is a MACHINE. I am like an abacus right now,non-biased
167,What are we doing? Believing the polls which say HRC is ahead by ~10%. What you said doesn't make sense. It's the Trumpkins which are saying the polls are wrong. As they did 4 years ago.,biased
168,"This guy is not, as the article headline reads, a victim. Thank goodness he killed only himself. Perhaps he would still be alive if one of the judges he appeared before had thrown him in jail to protect the public and to teach him a lesson.",biased
169,i want more twitter friens maybe if i add miley cyrus i'll gain 1000000 new followers hahhahahahahaha,non-biased
170,@stephenfry Why can't my twitter profile follow you? You appear to have blocked me when you don't even know me...?,non-biased
171,Get ready for another Trayvon Martin style debate. This may make the national news.,biased
172,"Articles are written upon sources, the only one speculating is you, this is the same Russian habits as in all articles like how many where murdered in Katyn?, How many perished in Gulag? How many tank where lost in Kursk. I cant help that you dont trust Finnish sources, but together with what you have written here earlier you dont have much creddit. \nKantakoskis book covers the Soviet armoured in whole Soviet during 1918-1945 and should not by any mean be seen a a prim source for Tail-Ihantal battle. BTW his research fail to identify many of the armoured units in Karelia 1944. Prim sources are Manninen and Kosikmaa who rehearsed the main subject both with high academic skill.\nYour tags will be removed soon if you dont come up with better facts.",biased
173,Uggg......My pooch looks like a beer belly,non-biased
174,"""And, sorry, watching an American tv show about ""border security"" isn't very convincing evidence of anything"".\n\nIs that similar to your "" convincing evidence"" that some border personnel are now on their own little power trips? Did you find your evidence on borderpatrolpersonnelgonewild.com?",biased
175,The targets are men - but you may not feel free to acknowledge that.\n\nIs this civil or an inconvenient truth?,non-biased
176,@_supernatural_ http://twitpic.com/6qdq6 - Don't cry puppy! *hugs*,non-biased
177,"Just came back from Night @ The Museum, it was AWESOME. Matty loved it too! Until he heard that Parra lost. He's gone nuuuts.",non-biased
178,@johncena7 LOL every1 does :p seriously dudde i had a interview w/ HARP yesterday &amp;..Im a graduation speakr all da bad things happen 2 me,non-biased
179,"No vandalism. Simply removing my original content and no-one else's. Now run along you foul, fetid, power-tripping mediocrity.",non-biased
180,The key to retaining people in rural areas is decent local schooling. It is useless to support agricultural activities if the local school is performing badly. Parents will vote with their feet if it means their children are going to be forever disadvantaged by staying put. Create free schools of excellence in key areas as a first step and the rest will follow.,biased
181,"Players kneeling for whatever flavor of the day protest has nothing to do with Constitutional rights. They have a ""right"" to kneel and the owners have a ""right"" to fired them. I have a right to not support the teams those players represent and I have a right not to buy products that are advertised during the game. Mr. Gilmore has served this country and I thank him. He too, had the right to refuse to fight after enlistment and the service had the right to punish him accordingly. None of those ""rights"" are addressed in the Constitution, so what are you talking about? You make as little sense as those players do.",biased
182,"Very good point. Often, people form opinions, whether emotionally or fact driven who may misinterpret the source of the emotional drive or even be bereft of real fact...but, are sincere, of good faith and even right despite invalid info. These people merit deep listening, honest response and appropriate action. Others who are not of good faith, ideologically driven regardless of fact need to be heard as well for whatever truth or depravity is fueling their single mindedness. \nAs an older person I suspect all politicians. As an outsider I sense at least some willingness to do this among the Democratic Party and barely within the Republican Party...especially in a Trump led one.",biased
183,"Aintie; we know who Saullie is and why he acts as he does, sport. Even you must admit he only does it for the attention and not for any constructive merit.",non-biased
184,@Maryssfromparis happy birthday! have fun and make your wishes,non-biased
185,"Another thoughtful article. So many concepts in a short piece. Books are a free airplane ticket to the elsewhere; they provide escape to other worlds. You mention Alaska's horrible track record with kids and I'm thinking this doesn't have to be this way; we are in the bad category in many other areas as well, and the rest can change, too.\n\nThe adverse experiences you mentioned would probably be great fodder for another piece. (ACES) adverse childhood experiences have long- term medical implications; if for no other reason than finances, we need to pay attention to these as the social costs of ignoring these is tremendous.\n\nReading can mend and facilitate survival. In this medium one finds many perspectives that aid life. Tablet computers can be a great way to improve the quality of a person's life-unless they forsake exercise in order to satisfy some computer addiction:)",
186,"I agree there are other ways to handle this. \nI can also see some good and pitfalls falling along this. \nOn the good it's taking a nice step towards better health care and hopefully less crappy profit driven insurance and health consultants (for lack of more appropriate term)\nOn the bad, they are looking too short sighted and a little too exclusive.\nThere are local companies who could probably do a great job on this project. There are probably other industries that would be interested in investing in this to be included. \nThis may also be stepping on the toes of history here. Don't forget the companies that owned and dictated where their employees lived, and that went horribly. (Can't really remember much specific about it, mid 1800s I think)",non-biased
187,@mileycyrus http://twitpic.com/67hac - you picture is really cool.,non-biased
188,"@aarieff Definitely a good way to spend your Saturday, esp. if I get to be a dinner guest!",non-biased
189,"It shows up independently elsewhere, for example among the Jews of the Old Testament, under the names of things like ""God's plan"", ""God's plan for mankind"", and so on.\n\nMuch like Catholics, they believed humans are capable of discerning the difference between good and evil because they have a conscience, which God informs.\n\nPope Francis has stood firm on every teaching based on natural law.",non-biased
190,"The Muni won't even maintain the parks that they already have. The pocket park next to the bus stop on the corner of Spenard and Northwood is a mess. \n\nIt smells like a toilet, is covered with litter and graffiti, there's bird vetch growing everywhere and hasn't seen a lick of even basic maintenance in years. If you're a tourist in Spenard, this is likely the first park you will come across if you were to go on a walkabout of the neighborhood. \n\nIt's absolutely disgusting. \n\nAll of the nice accoutrements that were added to Spenard in the 90's are in disrepair and either need to be maintained or removed. The work done on Northwood just a couple of years ago is also slowly creeping into disrepair with yet more bird vetch overtaking the vegetation that was bought and paid for by the city.",non-biased
191,At least their parents will know where they are.,non-biased
192,"i miss our gang so much , plus all the march coaches too ! and yeah. looking forward for next wekk",non-biased
193,Nataly hasnt been in school for so long,non-biased
194,Quote #3: It's not unprofessional to have a fun atmosphere in your startup! Work should be fun!,non-biased
195,help and advice \n\nseek it here just add on and ill see what we can do and we are also looking for teen strougles and more ways to connect to you! any tips? or ways to orginize our information\n\nmy friend is doing a report on us and i was wondering if you new where to find 8thgrade report tips he needs help!,non-biased
196,"Drape your drying laundry over it. That'll solve the problem.\n\nOh, and hand wash your unmentionables. You don't want the washer to sent a video stream to the Kremlin.",biased
197,"So in other words, your all for the rich getting richer! Typical chumpette!!",biased
198,"""...The Denver rally was one of more than two dozen held in U.S. cities Saturday, organized by ACT for America, which claims Islamic law — namely Shariah — is incompatible with Western democracy..."". \nOf course it is compatible if we remember that our Constitution is a ""living and breathing"" document. America is multicultural and with a few tweaks here and there everyone can feel welcome. Killing Homosexuals by throwing them off buildings can be very dangerous for pedestrians below so perhaps limiting the toss to 3 stories is in order. Shame-killing your own family members should be allowed but only in the privacy of the father's home. Jew killings should be limited to only certain holy months. Infidels should only have to worry about being slaughtered if they offend but otherwise should be left alone. The authors of our Constitution were too darn prejudiced to consider the feelings of our sharia neighbors but we can rectify that if Trump doesn't get another Supreme Court pick.",biased
199,"Hard to believe a wounded guard was able to run down the hall after being shot but then remained near the elevator on that floor until police arrived. I don't think the public is getting the whole story from the police.\nVegas PD appears to be in damage control mode now and trying to cover their own *ss. The hotel undoubtedly called 911 when their guard was shot. If police had engaged him right away, they may have prevented the killing of concert goers. Instead they made the decision to wait an hour for Swat and now likely regret that decision. They had no way of knowing the guy intended mass murder, but when you hide information and mislead the public, people are going to think you did something wrong.\nLombardo is done, he should resign. He certainly won't be re-elected.",non-biased
200,Donald Trump is our President and the crickets are still chirping. He is doing exactly what he promised. I venture to say that Ike got over it but the loser lawyer never will.,biased
